,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s)
0,e5,4,1,1,1,i,5,0,0,0,1,a,76,76,0.5172413793103449
1,e5,8d,1,2,1,i,5,0,0,0,0,f,76,76,0.3879310344827587
2,e5,16,1,2,4,i,5,0,0,0,0,f,76,76,0.12931034482758622
3,e5,4,1,3,1,i,5,0,0,0,0,f,76,76,0.5172413793103449
4,c5,8d,1,4,1,i,3,0,0,0,0,f,72,72,0.3879310344827587
5,a4,16,1,4,4,i,1,0,0,0,0,f,69,69,0.12931034482758622
6,a4,8,2,1,1,V43,4,1,0,0,0,a,69,69,0.25862068965517243
7,g#4,8,2,1,3,V43,3,0,0,0,0,f,68,68,0.25862068965517243
8,g#4,2,2,2,1,V43,3,0,0,0,0,f,68,68,1.0344827586206897
9,d5,8d,2,4,1,V43,7,0,1,0,0,f,74,74,0.3879310344827587
10,b4,16,2,4,4,V43,5,0,1,0,0,f,71,71,0.12931034482758622
11,e5,4,3,1,1,i,5,0,1,0,0,a,76,76,0.5172413793103449
12,e5,8d,3,2,1,i,5,0,1,0,0,f,76,76,0.3879310344827587
13,e5,16,3,2,4,i,5,0,1,0,0,f,76,76,0.12931034482758622
14,e5,8,3,3,1,i,5,0,1,0,0,f,76,76,0.25862068965517243
15,f5,16,3,3,3,i,6,1,1,0,0,f,77,77,0.12931034482758622
16,e5,16,3,3,4,i,5,0,1,0,0,f,76,76,0.12931034482758622
17,d5,16,3,4,1,i,4,1,1,0,0,f,74,74,0.12931034482758622
18,c5,16,3,4,2,i,3,0,1,0,0,f,72,72,0.12931034482758622
19,b4,16,3,4,3,i,2,1,1,0,0,f,71,71,0.12931034482758622
20,a4,16,3,4,4,i,1,0,1,0,0,f,69,69,0.12931034482758622
21,a4,8,4,1,1,V43,4,1,1,0,0,a,69,69,0.25862068965517243
22,g#4,8,4,1,3,V43,3,0,1,0,0,f,68,68,0.25862068965517243
23,g#4,2,4,2,1,V43,3,0,1,0,0,f,68,68,1.0344827586206897
