,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s)
0,bb4,4,1,1,1,I,5,0,0,0,0,mp,70,67,1.0714285714285714
1,ab4,8,1,2,1,I,4,1,0,0,0,mp,68,65,0.5357142857142857
2,g4,8,1,2,3,I,3,0,0,0,0,mp,67,64,0.5357142857142857
3,c5,8,1,3,1,I,6,1,0,0,0,mp,72,69,0.5357142857142857
4,bb4,8,1,3,3,I,5,0,0,0,0,mp,70,67,0.5357142857142857
5,bb4,4,2,1,1,I,5,0,0,0,0,mp,70,67,1.0714285714285714
6,ab4,4,2,2,1,V43,7,0,0,0,0,c,68,65,1.0714285714285714
7,g4,4,2,3,1,I6,3,0,0,0,0,c,67,64,1.0714285714285714
8,e4,4,3,1,1,viidim43/ii,1,0,0,1,0,d,64,61,1.0714285714285714
9,f4,8,3,2,1,ii6,1,0,0,1,0,d,65,62,0.5357142857142857
10,c5,8,3,2,3,ii6,5,0,0,1,0,mp,72,69,0.5357142857142857
11,bb4,16,3,3,1,ii,4,1,0,1,0,mp,70,67,0.26785714285714285
12,ab4,16,3,3,2,ii,3,0,0,1,0,mp,68,65,0.26785714285714285
13,g4,16,3,3,3,ii,2,1,0,1,0,mp,67,64,0.26785714285714285
14,f4,16,3,3,4,ii,1,0,0,1,0,mp,65,62,0.26785714285714285
15,eb4,4,4,1,1,viihalfdim7/V,5,0,0,1,0,a,63,60,1.0714285714285714
16,d4,16,4,2,1,V,3,0,0,1,0,mp,62,59,0.26785714285714285
