,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s),pitch_dur-6,pitch_dur-5,pitch_dur-4,pitch_dur-3,pitch_dur-2,pitch_dur-1,pitch_dur0,pitch_dur1,pitch_dur2,pitch_dur3,pitch_dur4,pitch_dur5
0,d5,8d,1,1,1,I6,1,0,0,0,0,a,74,72,0.5113636363636364,66-8d,67-8d,68-8d,69-8d,70-8d,71-8d,72-8d,73-8d,74-8d,75-8d,76-8d,77-8d
1,e5,32,1,1,4,I6,2,1,0,0,0,p,76,74,0.08522727272727272,68-32,69-32,70-32,71-32,72-32,73-32,74-32,75-32,76-32,77-32,78-32,79-32
2,d5,32,1,1,4&,I6,1,0,0,0,0,p,74,72,0.08522727272727272,66-32,67-32,68-32,69-32,70-32,71-32,72-32,73-32,74-32,75-32,76-32,77-32
3,c#5,8,1,2,1,I6,7,1,0,0,0,p,73,71,0.3409090909090909,65-8,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8
4,d5,8,1,2,3,I6,1,0,0,0,0,p,74,72,0.3409090909090909,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8
5,d#5,8,2,1,1,ii6,7,1,0,0,0,a,75,73,0.3409090909090909,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8
6,e5,8,2,1,3,ii6,1,0,0,0,0,p,76,74,0.3409090909090909,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8
7,e5,8,2,2,1,ii6,1,0,0,0,0,p,76,74,0.3409090909090909,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8
8,r,8,2,2,3,ii6,0,0,0,0,0,p,0,0,0.3409090909090909,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8
9,e5,8d,3,1,1,V6,5,0,1,0,0,a,76,74,0.5113636363636364,68-8d,69-8d,70-8d,71-8d,72-8d,73-8d,74-8d,75-8d,76-8d,77-8d,78-8d,79-8d
10,f#5,32,3,1,4,V6,6,1,1,0,0,p,78,76,0.08522727272727272,70-32,71-32,72-32,73-32,74-32,75-32,76-32,77-32,78-32,79-32,80-32,81-32
11,e5,32,3,1,4&,V6,5,0,1,0,0,p,76,74,0.08522727272727272,68-32,69-32,70-32,71-32,72-32,73-32,74-32,75-32,76-32,77-32,78-32,79-32
12,d5,8,3,2,1,V6,4,1,1,0,0,p,74,72,0.3409090909090909,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8
13,e5,8,3,2,3,V6,5,0,1,0,0,p,76,74,0.3409090909090909,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8
14,e#5,8,4,1,1,I,2,1,1,0,0,a,77,75,0.3409090909090909,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8
15,f#5,8,4,1,3,I,3,0,1,0,0,p,78,76,0.3409090909090909,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8
16,f#5,8,4,2,1,I,3,0,1,0,0,p,78,76,0.3409090909090909,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8
17,r,8,4,2,3,I,0,0,1,0,0,p,0,0,0.3409090909090909,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8,0-8
