,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s)
0,f4,2,1,1,1,I,1,0,0,0,0,p,65,60,0.7894736842105263
1,a4,4,1,3,1,I,3,0,0,0,0,c,69,64,0.39473684210526316
2,c5,2,2,1,1,V7/IV,5,0,0,0,0,c,72,67,0.7894736842105263
3,a4,4,2,3,1,V7/IV,3,0,0,0,0,c,69,64,0.39473684210526316
4,bb4,2,3,1,1,IV64,1,0,0,0,0,c,70,65,0.7894736842105263
5,g5,4,3,3,1,IV64,6,1,0,0,0,c,79,74,0.39473684210526316
6,f5,8,4,1,1,viidim6,2,1,0,0,0,mf,77,72,0.19736842105263158
7,e5,8,4,1,3,viidim6,1,0,0,0,0,mf,76,71,0.19736842105263158
8,e5,4,4,2,1,viidim6,1,0,0,0,0,mf,76,71,0.39473684210526316
9,r,4,4,3,1,viidim6,0,0,0,0,0,mf,0,0,0.39473684210526316
10,f5,4,5,1,1,I,1,0,0,1,0,mf,77,72,0.39473684210526316
11,a4,4,5,2,1,I,3,0,0,1,0,d,69,64,0.39473684210526316
12,d5,4,5,3,1,ii,6,1,0,1,0,d,74,69,0.39473684210526316
13,g4,4,6,1,1,ii,2,1,0,1,0,d,67,62,0.39473684210526316
14,c5,4d,6,2,1,I,5,0,0,1,0,a,72,67,0.5921052631578947
15,a4,8,6,3,3,I,3,0,0,1,0,p,69,64,0.19736842105263158
16,f4,2d,7,1,1,I,1,0,0,1,0,p,65,60,1.1842105263157894
17,g4,2d,8,1,1,V7/V,1,0,0,1,0,p,67,62,1.1842105263157894
