,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s)
0,b4,4,1,1,1,I,3,0,0,0,0,p,71,76,0.43478260869565216
1,c5,8,1,3,1,I,4,1,0,0,1,p,72,77,0.21739130434782608
2,d5,8,2,1,1,I,5,0,0,0,0,p,74,79,0.21739130434782608
3,r,8,2,2,1,I,0,0,0,0,0,p,0,0,0.21739130434782608
4,d5,8,2,3,1,I,5,0,0,0,0,p,74,79,0.21739130434782608
5,g5,4,3,1,1,I,1,0,0,0,0,a,79,84,0.43478260869565216
6,f#5,8,3,3,1,I,7,1,0,0,0,p,78,83,0.21739130434782608
7,e5,4,4,1,1,I,6,1,0,0,1,p,76,81,0.43478260869565216
8,d5,8,4,3,1,I,5,0,0,0,0,p,74,79,0.21739130434782608
9,b4,4,5,1,1,I,3,0,1,0,0,p,71,76,0.43478260869565216
10,c5,8,5,3,1,I,4,1,1,0,1,p,72,77,0.21739130434782608
11,d5,8,6,1,1,I,5,0,1,0,0,p,74,79,0.21739130434782608
12,r,8,6,2,1,I,0,0,1,0,0,p,0,0,0.21739130434782608
13,d5,8,6,3,1,I,5,0,1,0,0,p,74,79,0.21739130434782608
14,e5,4,7,1,1,I,6,1,1,0,0,a,76,81,0.43478260869565216
15,d5,8,7,3,1,I,5,0,1,0,0,p,74,79,0.21739130434782608
16,c5,4,8,1,1,I,4,1,1,0,1,p,72,77,0.43478260869565216
17,b4,8,8,3,1,I,3,0,1,0,0,p,71,76,0.21739130434782608
