,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s)
0,c5,4,1,1,1,I,1,0,0,0,0,a,72,72,0.5357142857142857
1,r,8,1,2,1,I,0,0,0,0,0,f,0,0,0.26785714285714285
2,c5,16,1,2,3,I,1,0,0,0,0,f,72,72,0.13392857142857142
3,b4,16,1,2,4,I,7,1,0,0,0,f,71,71,0.13392857142857142
4,d5,16,1,3,1,I,2,1,0,0,0,f,74,74,0.13392857142857142
5,c5,16,1,3,2,I,1,0,0,0,0,f,72,72,0.13392857142857142
6,e5,16,1,3,3,I,3,0,0,0,0,f,76,76,0.13392857142857142
7,d5,16,1,3,4,I,2,1,0,0,0,f,74,74,0.13392857142857142
8,f5,16,1,4,1,I,4,1,0,0,0,f,77,77,0.13392857142857142
9,e5,16,1,4,2,I,3,0,0,0,0,f,76,76,0.13392857142857142
10,g5,16,1,4,3,I,5,0,0,0,0,f,79,79,0.13392857142857142
11,f5,16,1,4,4,I,4,1,0,0,0,f,77,77,0.13392857142857142
12,a5,4,2,1,1,ii6,5,0,0,0,0,a,81,81,0.5357142857142857
13,g5,16,2,2,1,ii6,4,1,0,0,0,f,79,79,0.13392857142857142
14,f5,16,2,2,2,ii6,3,0,0,0,0,f,77,77,0.13392857142857142
15,e5,16,2,2,3,ii6,2,1,0,0,0,f,76,76,0.13392857142857142
16,d5,16,2,2,4,ii6,1,0,0,0,0,f,74,74,0.13392857142857142
17,c5,16,2,3,1,I,1,0,0,0,1,f,72,72,0.13392857142857142
18,b4,16,2,3,2,I,7,1,0,0,0,f,71,71,0.13392857142857142
19,c5,16,2,3,3,I6,1,0,0,0,0,f,72,72,0.13392857142857142
20,e5,16,2,3,4,I6,3,0,0,0,0,f,76,76,0.13392857142857142
21,d5,16,2,4,1,V42,5,0,0,0,0,f,74,74,0.13392857142857142
22,f5,16,2,4,2,V42,7,0,0,0,0,f,77,77,0.13392857142857142
23,b5,16,2,4,3,V,3,0,0,0,0,f,83,83,0.13392857142857142
24,d5,16,2,4,4,V,5,0,0,0,0,f,74,74,0.13392857142857142
25,c5,4,3,1,1,I,1,0,1,0,0,a,72,72,0.5357142857142857
26,r,8,3,2,1,I,0,0,1,0,0,f,0,0,0.26785714285714285
27,c5,16,3,2,3,I,1,0,1,0,0,f,72,72,0.13392857142857142
28,b4,16,3,2,4,I,7,1,1,0,0,f,71,71,0.13392857142857142
29,d5,16,3,3,1,I,2,1,1,0,0,f,74,74,0.13392857142857142
30,c5,16,3,3,2,I,1,0,1,0,0,f,72,72,0.13392857142857142
31,e5,16,3,3,3,I,3,0,1,0,0,f,76,76,0.13392857142857142
32,d5,16,3,3,4,I,2,1,1,0,0,f,74,74,0.13392857142857142
33,f5,16,3,4,1,I,4,1,1,0,0,f,77,77,0.13392857142857142
34,e5,16,3,4,2,I,3,0,1,0,0,f,76,76,0.13392857142857142
35,g5,16,3,4,3,I,5,0,1,0,0,f,79,79,0.13392857142857142
36,f5,16,3,4,4,I,4,1,1,0,0,f,77,77,0.13392857142857142
37,a5,4,4,1,1,ii6,5,0,1,0,0,a,81,81,0.5357142857142857
38,g5,16,4,2,1,ii6,4,1,1,0,0,f,79,79,0.13392857142857142
39,f5,16,4,2,2,ii6,3,0,1,0,0,f,77,77,0.13392857142857142
40,e5,16,4,2,3,ii6,2,1,1,0,0,f,76,76,0.13392857142857142
41,d5,16,4,2,4,ii6,1,0,1,0,0,f,74,74,0.13392857142857142
42,c5,16,4,3,1,I,1,0,1,0,0,f,72,72,0.13392857142857142
43,b4,16,4,3,2,I,7,1,1,0,0,f,71,71,0.13392857142857142
44,c5,16,4,3,3,I6,1,0,1,0,1,f,72,72,0.13392857142857142
45,e5,16,4,3,4,I6,3,0,1,0,0,f,76,76,0.13392857142857142
46,d5,16,4,4,1,V42,5,0,1,0,0,f,74,74,0.13392857142857142
47,f5,16,4,4,2,V42,7,0,1,0,0,f,77,77,0.13392857142857142
48,b5,16,4,4,3,V,3,0,1,0,0,f,83,83,0.13392857142857142
49,d5,16,4,4,4,V,5,0,1,0,0,f,74,74,0.13392857142857142
