,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s),pitch_dur-6,pitch_dur-5,pitch_dur-4,pitch_dur-3,pitch_dur-2,pitch_dur-1,pitch_dur0,pitch_dur1,pitch_dur2,pitch_dur3,pitch_dur4,pitch_dur5
17,e4,8,6,2,1,V7,7,1,0,1,0,p,64,66,0.22727272727272727,60-8,61-8,62-8,63-8,64-8,65-8,66-8,67-8,68-8,69-8,70-8,71-8
18,f4,8,6,2,3,V7,1,0,0,1,0,p,65,67,0.22727272727272727,61-8,62-8,63-8,64-8,65-8,66-8,67-8,68-8,69-8,70-8,71-8,72-8
19,g4,8,6,3,1,V7,2,1,0,1,0,p,67,69,0.22727272727272727,63-8,64-8,65-8,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8
20,a4,8,6,3,3,V7,3,0,0,1,0,p,69,71,0.22727272727272727,65-8,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8
21,bb4,8,7,1,1,I,1,0,0,1,0,p,70,72,0.22727272727272727,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8
22,bb4,16,7,1,3,I,1,0,0,1,1,p,70,72,0.11363636363636363,66-16,67-16,68-16,69-16,70-16,71-16,72-16,73-16,74-16,75-16,76-16,77-16
23,a4,16,7,1,4,I,7,1,0,1,0,p,69,71,0.11363636363636363,65-16,66-16,67-16,68-16,69-16,70-16,71-16,72-16,73-16,74-16,75-16,76-16
24,bb4,8,7,2,1,I,1,0,0,1,0,p,70,72,0.22727272727272727,66-8,67-8,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8
25,c5,8,7,2,3,I,2,1,0,1,0,p,72,74,0.22727272727272727,68-8,69-8,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8
26,d5,8,7,3,1,I,3,0,0,1,0,p,74,76,0.22727272727272727,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8
27,eb5,8,7,3,3,I,4,1,0,1,0,p,75,77,0.22727272727272727,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8,82-8
28,e5,8,8,1,1,I,4,1,0,1,0,p,76,78,0.22727272727272727,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8,82-8,83-8
29,f5,8,8,1,3,I,5,0,0,1,0,p,77,79,0.22727272727272727,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8,82-8,83-8,84-8
30,g5,8,8,2,1,I,6,1,0,1,0,p,79,81,0.22727272727272727,75-8,76-8,77-8,78-8,79-8,80-8,81-8,82-8,83-8,84-8,85-8,86-8
31,f5,8,8,2,3,I,5,0,0,1,0,p,77,79,0.22727272727272727,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8,82-8,83-8,84-8
32,bb5,8,8,3,1,I,1,0,0,1,0,p,82,84,0.22727272727272727,78-8,79-8,80-8,81-8,82-8,83-8,84-8,85-8,86-8,87-8,88-8,89-8
33,d5,8,8,3,3,I,3,0,0,1,0,p,74,76,0.22727272727272727,70-8,71-8,72-8,73-8,74-8,75-8,76-8,77-8,78-8,79-8,80-8,81-8
