,note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic,pitch,pitch_norm,dur(s)
0,a4,2,1,1,1,I,1,0,0,0,0,a,69,72,1.6666666666666667
1,b4,8,1,3,1,V7,5,0,0,0,0,f,71,74,0.4166666666666667
2,g#4,16,1,3,4,V7,3,0,0,0,0,f,68,71,0.20833333333333334
3,a4,8,2,1,1,I,1,0,0,0,0,f,69,72,0.4166666666666667
4,e4,8,2,1,3,I,5,0,0,0,0,p,64,67,0.4166666666666667
5,d#4,8,2,2,1,I,4,1,0,0,0,p,63,66,0.4166666666666667
6,e4,8,2,2,3,I,5,0,0,0,0,p,64,67,0.4166666666666667
7,d4,8,2,3,1,I,4,1,0,0,0,p,62,65,0.4166666666666667
8,c#4,8,2,3,3,I,3,0,0,0,0,p,61,64,0.4166666666666667
9,b4,2,3,1,1,V7,5,0,1,0,0,a,71,74,1.6666666666666667
10,c#5,8,3,3,1,I,3,0,1,0,0,f,73,76,0.4166666666666667
11,a4,16,3,3,4,I,1,0,1,0,0,f,69,72,0.20833333333333334
12,d5,8,4,1,1,V65,5,0,1,0,0,f,74,77,0.4166666666666667
13,d4,8,4,1,3,V65,7,0,1,0,0,p,62,65,0.4166666666666667
14,c#4,8,4,2,1,V65,6,1,1,0,0,p,61,64,0.4166666666666667
15,d4,8,4,2,3,V65,7,0,1,0,0,p,62,65,0.4166666666666667
16,c#4,8,4,3,1,V65,6,1,1,0,0,p,61,64,0.4166666666666667
17,b3,8,4,3,3,V65,5,0,1,0,0,p,59,62,0.4166666666666667
