note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb4,8,1,1,1,I,5,0,0,0,0,p
g4,8,1,1,2,I,3,0,0,0,0,p
f4,8,1,1,3,V7/vi,5,0,0,0,0,p
eb4,8,2,1,1,vi,3,0,0,0,0,c
c5,8,2,1,2,IV,3,0,0,0,0,c
r,8,2,1,3,0,0,0,0,0,0,c
ab4,8,3,1,1,V65,7,0,0,1,0,dynamic
g4,8,3,1,2,I,3,0,0,1,0,d
f4,8,3,1,3,V6/V,1,0,0,1,0,p
eb4,8,4,1,1,I64,1,0,0,1,0,p
d4,8,4,1,2,V,3,0,0,1,0,p
r,8,4,1,3,0,0,0,0,1,0,p
