note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb5,4,0,3,1,I,0,0,0,0,0,f
d4,4,1,1,1,I,3,0,0,0,0,p
eb4,4,1,2,1,I,4,1,0,0,0,c
e4,4,1,3,1,I,4,1,0,0,0,c
f4,4,2,1,1,I,5,0,0,0,0,c
f#4,4,2,2,1,I,5,1,0,0,0,c
g4,4,2,3,1,I,6,1,0,0,0,c
c5,8d,3,1,1,ii6,1,0,0,1,0,f
eb5,16,3,1,4,ii6,3,0,0,1,0,f
g5,4,3,2,1,ii,5,0,0,1,0,f
g5,4,3,3,1,vi6,1,0,0,1,0,f
g5,4d,4,1,1,viihalfdim7,7,0,0,1,0,a
