note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
r,8,1,1,1,I,0,0,0,0,0,p
bb5,8,1,2,1,I,5,0,0,0,0,p
ab5,8,1,3,1,I,4,1,0,0,0,p
g5,8,2,1,1,I,3,0,0,0,0,c
f5,8,2,2,1,I,2,1,0,0,0,c
eb5,8,2,3,1,I,1,0,0,0,0,c
d5,8,3,1,1,I,7,1,0,0,0,c
c5,8,3,2,1,I,6,1,0,0,0,c
bb4,8,3,3,1,I,5,0,0,0,0,c
bb4,2,4,1,1,V6,1,0,0,0,0,f
c5,8,5,2,1,vi64,1,0,0,0,0,d
d5,8,5,3,1,vi64,2,1,0,0,0,d
eb5,4,6,1,1,vi6,3,0,0,1,0,p
c5,8,6,3,1,IV,3,0,0,1,0,p
bb4,4,7,1,1,V7,1,0,0,1,0,p
ab4,16,7,3,1,V7,7,0,0,1,1,p
g4,32,7,3,3,V7,6,1,0,1,0,p
ab4,32,7,3,4,V7,7,0,0,1,0,p
g4,8,8,1,1,I,3,0,0,1,0,p
