note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
g5,8,0,2,1,I,5,0,0,0,0,p
g5,8,0,2,3,I,5,0,0,0,0,p
e5,8,1,1,1,vi,5,0,0,0,0,p
r,8,1,1,3,vi,0,0,0,0,0,p
f5,8,1,2,1,ii,3,0,0,0,0,p
f5,8,1,2,3,ii,3,0,0,0,0,p
d5,8,2,1,1,V,5,0,0,0,0,p
r,8,2,1,3,V,0,0,0,0,0,p
c5,16,2,2,1,I6,1,0,0,1,0,p
d5,16,2,2,2,I6,2,1,0,1,0,p
e5,16,2,2,3,I6,3,0,0,1,0,p
c5,16,2,2,4,I6,1,0,0,1,0,p
a4,16,3,1,1,IV,3,0,0,1,0,c
b4,16,3,1,2,IV,4,1,0,1,0,c
c5,16,3,1,3,IV,5,0,0,1,0,c
c#5,16,3,1,4,IV,5,1,0,1,0,c
d5,16,3,2,1,ii,1,0,0,1,0,c
e5,16,3,2,2,ii,2,1,0,1,0,c
f5,16,3,2,3,ii,3,0,0,1,0,c
d5,16,3,2,4,ii,1,0,0,1,0,d
c5,16,4,1,1,V,4,1,0,1,0,d
b4,16,4,1,2,V,3,0,0,1,0,d
a4,16,4,1,3,V,2,1,0,1,0,d
g4,16,4,1,4,V,1,0,0,1,0,d
