note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb4,8,0,2,3,I,5,0,0,0,0,p
bb4,4d,1,1,1,I,5,0,0,0,0,p
bb5,8,1,2,3,I,5,0,0,0,0,p
bb5,4d,2,1,1,V6,1,0,0,0,0,p
ab5,8,2,2,3,V65,7,0,0,1,0,p
g5,8,3,1,1,I,3,0,0,1,1,p
f5,16,3,1,3,I,2,1,0,1,0,p
eb5,16,3,1,4,I,1,0,0,1,0,p
c5,16,3,2,1,IV,3,0,0,1,0,p
eb5,16,3,2,2,IV,5,0,0,1,0,p
d5,16,3,2,3,V,3,0,0,1,0,p
f5,16,3,2,4,V,5,0,0,1,0,p
eb5,16,4,1,1,vi,3,0,0,1,0,p
g5,16,4,1,2,vi,5,0,0,1,0,p
f5,16,4,1,3,viidim,3,0,0,1,0,p
ab5,16,4,1,4,viidim,5,0,0,1,0,p
g5,8,4,2,1,I,3,0,0,1,0,p
