note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
d5,8d,1,1,1,I6,1,0,0,0,0,a
e5,32,1,1,4,I6,2,1,0,0,0,p
d5,32,1,1,4&,I6,1,0,0,0,0,p
c#5,8,1,2,1,I6,7,1,0,0,0,p
d5,8,1,2,3,I6,1,0,0,0,0,p
d#5,8,2,1,1,ii6,7,1,0,0,0,a
e5,8,2,1,3,ii6,1,0,0,0,0,p
e5,8,2,2,1,ii6,1,0,0,0,0,p
r,8,2,2,3,ii6,0,0,0,0,0,p
e5,8d,3,1,1,V6,5,0,1,0,0,a
f#5,32,3,1,4,V6,6,1,1,0,0,p
e5,32,3,1,4&,V6,5,0,1,0,0,p
d5,8,3,2,1,V6,4,1,1,0,0,p
e5,8,3,2,3,V6,5,0,1,0,0,p
e#5,8,4,1,1,I,2,1,1,0,0,a
f#5,8,4,1,3,I,3,0,1,0,0,p
f#5,8,4,2,1,I,3,0,1,0,0,p
r,8,4,2,3,I,0,0,1,0,0,p
