note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb4,4,1,1,1,I,5,0,0,0,0,p
g4,8,1,2,1,I,3,0,0,0,0,p
g4,8,1,2,3,I,3,0,0,0,0,p
g4,8dd,1,3,1,I64,3,0,0,0,0,p
ab4,32,1,3,4&,I64,4,1,0,0,0,p
f4,8,1,4,1,V,5,0,0,0,0,p
r,8,1,4,3,V,0,0,0,0,0,p
eb4,4,2,1,1,I,1,0,0,0,0,f
f4,4,2,2,1,V,5,0,0,0,0,f
g4,16d,2,3,1,I,3,0,0,0,1,p
ab4,32,2,3,2&,I,4,1,0,0,0,p
bb4,32,2,3,3,I,5,0,0,0,0,p
c5,32,2,3,3&,I,6,1,0,0,0,p
d5,32,2,3,4,I,7,1,0,0,0,p
eb5,32,2,3,4&,I,1,0,0,0,0,p
bb4,16,2,4,1,I,5,0,0,0,0,p
r,16,2,4,2,0,0,0,0,0,0,p
g5,16,2,4,3,I,3,0,0,1,0,p
f5,16,2,4,4,I,2,1,0,1,0,p
eb5,16,3,1,1,vi,3,0,0,1,0,p
d5,16,3,1,2,vi,2,1,0,1,0,p
c5,16,3,1,3,viihalfdim7,7,0,0,1,0,p
bb4,16,3,1,4,I,5,0,0,1,0,p
ab4,16,3,2,1,ii,3,0,0,1,0,c
g4,16,3,2,2,I6,3,0,0,1,0,c
c5,16,3,2,3,ii6,5,0,0,1,0,c
ab4,16,3,2,4,ii,3,0,0,1,0,c
g4,4,3,3,1,viihalfdim7/V,7,0,0,1,0,f
f4,16,3,4,1,V,5,0,0,1,0,p
