note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
g5,8,1,1,1,I,5,0,0,0,0,mf
g5,8d,1,1,3,I,5,0,0,0,0,mf
f5,32,1,2,2,I,4,1,0,0,0,mf
e5,32,1,2,2&,I,3,0,0,0,0,mf
e5,32,1,2,3,I,3,0,0,0,0,mf
d5,32,1,2,3&,I,2,1,0,0,0,mf
c5,32,1,2,4,I,1,0,0,0,0,mf
b4,32,1,2,4&,I,7,1,0,0,0,mf
c5,8d,2,1,1,I,1,0,0,0,1,mf
d5,32,2,1,4,I,2,1,0,0,0,mf
e5,32,2,1,4&,I,3,0,0,0,0,mf
g4,8,2,2,1,I,5,0,0,0,0,mf
r,8,2,2,3,I,0,0,0,0,0,mf
g5,16,3,1,1,I,5,0,1,0,0,p
g5,16,3,1,2,I,5,0,1,0,0,p
g5,8d,3,1,3,I,5,0,1,0,0,p
f5,32,3,2,2,I,4,1,1,0,0,p
e5,32,3,2,2&,I,3,0,1,0,0,p
e5,32,3,2,3,I,3,0,1,0,0,p
d5,32,3,2,3&,I,2,1,1,0,0,p
c5,32,3,2,4,I,1,0,1,0,0,p
b4,32,3,2,4&,I,7,1,1,0,0,p
c5,8d,4,1,1,I,1,0,1,0,1,p
d5,32,4,1,4,I,2,1,1,0,0,p
e5,32,4,1,4&,I,3,0,1,0,0,p
g4,8,4,2,1,I,5,0,1,0,0,p
r,8,4,2,3,I,0,0,1,0,0,p
