note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
g4,4,0,2,3,I,5,0,0,0,0,p
c5,2,1,1,1,I,1,0,0,0,0,a
f5,2,2,1,1,V7,7,0,0,0,0,a
e5,16,3,1,1,I,3,0,0,1,0,c
g5,16,3,1,2,I,5,0,0,1,0,c
f5,16,3,1,3,I,4,1,0,1,0,c
e5,16,3,1,4,I,3,0,0,1,0,c
a5,16,3,2,1,IV,3,0,0,1,0,a
f5,16,3,2,2,IV,1,0,0,1,0,mp
d5,16,3,2,3,V65/V,1,0,0,1,0,mp
c5,16,3,2,4,V65/V,7,0,0,1,0,mp
b4,16,4,1,1,V6,3,0,0,1,0,d
c5,16,4,1,2,V6,4,1,0,1,0,d
d5,16,4,1,3,V6,5,0,0,1,0,d
b4,16,4,1,4,V6,3,0,0,1,0,d
a4,16,4,2,1,V,2,1,0,1,0,d
g4,16,4,2,2,V,1,0,0,1,0,d
f#4,16,4,2,3,V,7,1,0,1,0,d
g4,16,4,2,4,V,1,0,0,1,0,d
