note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb4,2,1,1,1,I,1,0,0,0,0,p
f4,4,1,3,1,I,5,0,0,0,0,p
d4,2,2,1,1,I,3,0,0,0,0,p
f4,4,2,3,1,I,5,0,0,0,0,p
bb4,2,3,1,1,I,1,0,0,0,0,p
d5,4,3,3,1,I,3,0,0,0,0,p
f5,2,4,1,1,I,5,0,0,0,0,p
bb5,8,4,3,1,I,1,0,0,0,0,p
d5,8,4,3,3,I,3,0,0,0,0,p
f5,8,5,1,1,V7,1,0,0,1,0,p
eb5,8,5,1,3,V7,7,0,0,1,0,p
d5,8,5,2,1,V7,6,1,0,1,0,p
c5,8,5,2,3,V7,5,0,0,1,0,p
bb4,8,5,3,1,V7,4,1,0,1,0,p
a4,8,5,3,3,V7,3,0,0,1,0,p
g4,8,6,1,1,V7,2,1,0,1,0,p
f4,8,6,1,3,V7,1,0,0,1,0,p
e4,8,6,2,1,V7,7,1,0,1,0,p
f4,8,6,2,3,V7,1,0,0,1,0,p
g4,8,6,3,1,V7,2,1,0,1,0,p
a4,8,6,3,3,V7,3,0,0,1,0,p
bb4,8,7,1,1,I,1,0,0,1,0,p
bb4,16,7,1,3,I,1,0,0,1,1,p
a4,16,7,1,4,I,7,1,0,1,0,p
bb4,8,7,2,1,I,1,0,0,1,0,p
c5,8,7,2,3,I,2,1,0,1,0,p
d5,8,7,3,1,I,3,0,0,1,0,p
eb5,8,7,3,3,I,4,1,0,1,0,p
e5,8,8,1,1,I,4,1,0,1,0,p
f5,8,8,1,3,I,5,0,0,1,0,p
g5,8,8,2,1,I,6,1,0,1,0,p
f5,8,8,2,3,I,5,0,0,1,0,p
bb5,8,8,3,1,I,1,0,0,1,0,p
d5,8,8,3,3,I,3,0,0,1,0,p
