note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
b4,16,0,2,1,i,2,1,0,0,0,p
a4,16,0,2,2,i,1,0,0,0,0,p
g#4,16,0,2,3,i,7,1,0,0,0,p
a4,16,0,2,4,i,1,0,0,0,0,p
c5,8,1,1,1,i,3,0,0,0,0,p
r,8,1,1,3,i,0,0,0,0,0,p
d5,16,1,2,1,i,4,1,0,0,0,p
c5,16,1,2,2,i,3,0,0,0,0,p
b4,16,1,2,3,i,2,1,0,0,0,p
c5,16,1,2,4,i,3,0,0,0,0,p
e5,8,2,1,1,i,5,0,0,0,0,p
r,8,2,1,3,i,0,0,0,0,0,p
f5,16,2,2,1,i,6,1,1,0,0,p
e5,16,2,2,2,i,5,0,1,0,0,p
d#5,16,2,2,3,i,4,1,1,0,0,p
e5,16,2,2,4,i,5,0,1,0,0,p
b5,16,3,1,1,i,2,1,1,0,0,p
a5,16,3,1,2,i,1,0,1,0,0,p
g#5,16,3,1,3,i,7,1,1,0,0,p
a5,16,3,1,4,i,1,0,1,0,0,p
b5,16,3,2,1,i,2,1,1,0,0,p
a5,16,3,2,2,i,1,0,1,0,0,p
g#5,16,3,2,3,i,7,1,1,0,0,p
a5,16,3,2,4,i,1,0,1,0,0,p
c6,4,4,1,1,i,3,0,1,0,0,a
