note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb4,8d,1,1,1,I,5,0,0,0,0,mf
c5,16,1,1,4,I,6,1,0,0,0,mf
bb4,4d,1,2,1,I,5,0,0,0,0,mf
bb4,8,1,3,3,V6,1,0,0,0,0,mf
eb5,8,1,4,1,vi,3,0,0,0,0,mf
eb5,8,1,4,3,viidim6/V,5,0,0,0,0,mf
d5,8,2,1,1,V,3,0,0,0,1,mf
c5,16,2,1,3,V,2,1,0,0,0,mf
bb4,16,2,1,4,V,1,0,0,0,0,mf
bb4,4,2,2,1,V,1,0,0,0,0,mf
d5,16,2,3,1,V42/ii,2,1,0,1,0,mf
c5,16,2,3,2,V42/ii,1,0,0,1,0,mf
c5,4,2,3,3,V42/ii,1,0,0,1,0,mf
f5,16,2,4,3,ii6,1,0,0,1,0,mf
d5,16,2,4,4,ii6,6,1,0,1,0,mf
c5,16,3,1,1,V42,2,1,0,1,0,mf
bb4,16,3,1,2,V42,1,0,0,1,0,mf
bb4,4,3,1,3,V42,1,0,0,1,0,mf
eb5,16,3,2,3,I6,1,0,0,1,0,mf
bb4,16,3,2,4,I6,5,0,0,1,0,mf
bb4,4d,3,3,1,V64,1,0,0,1,0,mf
ab4,8,3,4,3,V7,7,0,0,1,1,mf
g4,8,4,1,1,I,3,0,0,1,0,p
