note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
bb4,4,1,1,1,I,1,0,0,0,0,p
a4,4,1,2,1,viidim6,1,0,0,0,0,p
bb4,4,1,3,1,I6,1,0,0,0,0,p
e4,2,2,1,1,viidim65/V,1,0,0,0,0,f
c5,4,2,3,1,V43/V,1,0,0,0,0,mf
c5,4d,3,1,1,V,5,0,0,1,1,mf
bb4,16,3,2,3,V,4,1,0,1,0,d
a4,16,3,2,4,V,3,0,0,1,0,d
g4,16,3,3,1,V,2,1,0,1,0,p
f4,16,3,3,2,V,1,0,0,1,0,p
eb4,16,3,3,3,IV6,1,0,0,1,0,c
g4,16,3,3,4,IV6,3,0,0,1,0,c
f4,8,4,1,1,V65,1,0,0,1,0,d
eb4,8,4,1,3,V65,7,0,0,1,1,d
d4,4,4,2,1,I,3,0,0,1,0,d
d5,4,4,3,1,I,3,0,0,1,0,f
