note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
g5,2,0,3,1,i,5,0,0,0,0,p
eb5,4,1,2,1,i,3,0,0,0,0,p
c5,2,1,3,1,i,1,0,0,0,0,p
b4,4,2,2,1,viidim65,1,0,0,0,0,p
ab5,2,2,3,1,viidim65,7,0,0,0,0,p
g5,4,3,2,1,viidim65,6,1,0,0,0,p
f5,2,3,3,1,viidim65,5,0,0,0,0,p
eb5,4,4,2,1,i,3,0,0,0,0,p
g5,2,4,3,1,i,5,0,0,1,0,p
c6,4,5,2,1,i6,1,0,0,1,0,p
bb5,2,5,3,1,viidim/iv,5,0,0,1,0,p
ab5,4,6,2,1,iv,3,0,0,1,0,p
g5,2,6,3,1,iv,2,1,0,1,0,p
f5,4,7,2,1,iv,1,0,0,1,0,p
f#5,2,7,3,1,viidim6/V,1,0,0,1,0,p
g5,4,8,2,1,V,1,0,0,1,0,p
