note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
c#5,8d,1,1,1,I,3,0,0,0,0,p
d5,16,1,1,4,I,4,1,0,0,0,c
c#5,8,1,1,5,I,3,0,0,0,0,c
e5,4,1,2,1,I,5,0,0,0,0,d
e5,8,1,2,5,I,5,0,0,0,0,p
b4,8d,2,1,1,V6,5,0,0,0,0,p
c#5,16,2,1,4,V6,6,1,0,0,0,p
b4,8,2,1,5,V6,5,0,0,0,0,c
d5,4,2,2,1,V43,7,0,0,0,0,d
d5,8,2,2,5,V43,7,0,0,0,0,p
a4,4,3,1,1,vi7,3,0,0,1,0,p
a4,8,3,1,5,vi7,3,0,0,1,0,c
b4,4,3,2,1,V6,5,0,0,1,0,c
b4,8,3,2,5,V6,5,0,0,1,0,c
c#5,4,4,1,1,I,3,0,0,1,0,mp
e5,16,4,1,5,ii6,4,1,0,1,0,mp
d5,16,4,1,6,ii6,3,0,0,1,0,mp
c#5,4,4,2,1,I64,6,1,0,1,0,d
b4,8,4,2,5,V,5,0,0,1,0,d
