note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
a3,8,0,2,5,I,5,0,0,0,0,f
d4,8,1,1,1,I,1,0,0,0,0,f
a3,8,1,1,3,I,5,0,0,0,0,f
d4,8,1,1,5,I,1,0,0,0,0,f
f#4,8,1,2,1,I,3,0,0,0,0,f
d4,8,1,2,3,I,1,0,0,0,0,f
f#4,8,1,2,5,I,3,0,0,0,0,f
a4,4,2,1,1,I,5,0,0,0,0,a
a4,8,2,1,5,I,5,0,0,0,0,f
a4,4,2,2,1,I,5,0,0,0,0,f
c#5,16,2,2,5,V42,3,0,0,1,1,p
b4,32,2,2,6,V42,2,1,0,1,0,p
c#5,32,2,2,6&,V42,3,0,0,1,0,p
d5,8,3,1,1,I6,1,0,0,1,0,p
r,8,3,1,3,0,0,0,0,1,0,p
e5,16,3,1,5,viidim,3,0,0,1,1,p
d5,32,3,1,6,viidim,2,1,0,1,0,p
e5,32,3,1,6&,viidim,3,0,0,1,0,p
f#5,8,3,2,1,I,3,0,0,1,0,p
r,8,3,2,3,0,0,0,0,1,0,p
a5,16,3,2,5,ii6,4,1,0,1,0,p
g5,16,3,2,6,ii6,3,0,0,1,0,p
f#5,4d,4,1,1,I64,3,0,0,1,0,d
e5,8,4,2,1,V,5,0,0,1,0,d
r,8,4,2,3,0,0,0,0,1,0,d
