note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
b4,4,1,1,1,I,3,0,0,0,0,p
c5,8,1,3,1,I,4,1,0,0,1,p
d5,8,2,1,1,I,5,0,0,0,0,p
r,8,2,2,1,I,0,0,0,0,0,p
d5,8,2,3,1,I,5,0,0,0,0,p
g5,4,3,1,1,I,1,0,0,0,0,a
f#5,8,3,3,1,I,7,1,0,0,0,p
e5,4,4,1,1,I,6,1,0,0,1,p
d5,8,4,3,1,I,5,0,0,0,0,p
b4,4,5,1,1,I,3,0,1,0,0,p
c5,8,5,3,1,I,4,1,1,0,1,p
d5,8,6,1,1,I,5,0,1,0,0,p
r,8,6,2,1,I,0,0,1,0,0,p
d5,8,6,3,1,I,5,0,1,0,0,p
e5,4,7,1,1,I,6,1,1,0,0,a
d5,8,7,3,1,I,5,0,1,0,0,p
c5,4,8,1,1,I,4,1,1,0,1,p
b4,8,8,3,1,I,3,0,1,0,0,p
