note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
c5,8,1,1,1,I,1,0,0,0,0,p
c5,8,1,1,3,I,1,0,0,0,0,p
c5,8,1,2,1,I,1,0,0,0,0,p
c5,8,1,2,3,I,1,0,0,0,0,p
b4,8,1,3,1,V43,3,0,0,0,0,mp
f5,8,1,3,3,V43,7,0,0,0,0,mp
f5,4,1,4,1,V65,7,0,0,0,0,mp
e5,4,2,1,1,I,3,0,0,0,0,p
g5,16,2,2,1,ii6,4,1,0,0,0,a
f5,16,2,2,2,ii6,3,0,0,0,0,p
e5,16,2,2,3,ii6,2,1,0,0,0,p
d5,16,2,2,4,ii6,1,0,0,0,0,p
c5,16,2,3,1,V,4,1,0,0,0,p
b4,16,2,3,2,V,3,0,0,0,0,p
a4,16,2,3,3,V,2,1,0,0,0,p
g4,16,2,3,4,V,1,0,0,0,0,c
a4,16,2,4,1,V,2,1,0,0,1,c
g4,16,2,4,2,V,1,0,0,0,0,c
a4,16,2,4,3,V42,2,1,0,0,0,c
b4,16,2,4,4,V42,3,0,0,0,0,c
c5,8,3,1,1,I6,1,0,1,0,0,mf
c5,8,3,1,3,I6,1,0,1,0,0,mf
c5,8,3,2,1,I,1,0,1,0,0,mf
c5,8,3,2,3,I,1,0,1,0,0,mf
b4,8,3,3,1,V43,3,0,1,0,0,f
f5,8,3,3,3,V43,7,0,1,0,0,f
f5,4,3,4,1,V65,7,0,1,0,0,f
f5,16,4,1,4,I,4,1,1,0,0,a
e5,16,4,1,3,I,3,0,1,0,0,mf
f5,16,4,1,3,ii6,3,0,1,0,0,mf
d5,16,4,1,1,ii6,1,0,1,0,0,mf
c5,8,4,2,1,I64,1,0,1,0,0,mf
b4,8,4,2,3,V,3,0,1,0,0,mf
b4,4,4,3,1,I,7,1,1,0,0,a
c5,8,4,4,1,I,1,0,1,0,0,mf
r,8,4,4,3,0,0,0,1,0,0,mf
