note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
f4,16,0,3,1,I,1,0,0,0,0,p
a4,16,0,3,2,I,3,0,0,0,0,c
c5,16,0,3,3,I,5,0,0,0,0,c
f5,16,0,3,4,I,1,0,0,0,0,c
a5,8d,1,1,1,I,3,0,0,0,1,f
f5,16,1,1,4,I,1,0,0,0,0,p
c5,8,1,2,1,I,5,0,0,0,0,p
c5,8d,1,2,3,I,5,0,0,0,0,p
bb4,16,1,3,2,I,4,1,0,0,0,p
a4,16,1,3,3,I,3,0,0,0,0,p
bb4,16,1,3,4,I,4,1,0,0,0,p
bb4,8d,2,1,1,ii64,3,0,0,0,0,a
c5,32,2,1,4,ii64,4,1,0,0,0,p
bb4,32,2,1,4&,ii64,3,0,0,0,0,p
a4,8d,2,2,1,vi,5,0,0,0,0,p
c4,32,2,2,4,I,5,0,0,1,0,p
f4,32,2,2,4&,I,1,0,0,1,0,p
d5,16,2,3,1,I6,6,1,0,1,0,f
c4,16,2,3,2,I6,5,0,0,1,0,p
bb4,16,2,3,3,I6,4,1,0,1,0,p
a4,16,2,3,4,I6,3,0,0,1,0,p
a4,16,3,1,1,ii65,2,1,0,1,0,a
g4,16,3,1,2,ii65,1,0,0,1,0,p
g4,4,3,1,3,ii7,1,0,0,1,0,p
g4,8,3,2,3,ii6,1,0,0,1,0,c
g4,8,3,3,1,ii6,1,0,0,1,0,c
bb4,32,3,3,2,ii6,3,0,0,1,0,c
a4,32,3,3,2&,ii6,2,1,0,1,0,c
c5,32,3,3,3,ii6,4,1,0,1,0,c
bb4,32,3,3,3&,ii6,3,0,0,1,0,c
a4,32,3,3,4,ii6,2,1,0,1,0,c
g4,32,3,3,4&,ii6,1,0,0,1,0,c
f4,8d,4,1,1,I64,1,0,0,1,0,f
g4,32,4,1,4,I64,2,1,0,1,0,d
f4,32,4,1,4&,I64,1,0,0,1,0,d
e4,8,4,2,1,V,3,0,0,1,0,d
r,8,4,2,3,0,0,0,0,1,0,p
