note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
g5,16,0,4,1,I,6,1,0,0,0,mf
f5,16,0,4,2,I,5,0,0,0,0,mf
eb5,16,0,4,3,I,4,1,0,0,0,mf
d5,16,0,4,4,I,3,0,0,0,0,mf
c5,8,1,1,1,I,2,1,0,0,0,a
bb4,8,1,1,3,I,1,0,0,0,0,mf
bb4,4d,1,2,1,I,1,0,0,0,0,mf
d5,8,1,3,3,I,3,0,0,0,0,c
g5,8,1,4,1,vi6,1,0,0,0,0,c
d5,8,1,4,3,vi6,5,0,0,0,0,c
f5,4,2,1,1,ii,4,1,0,0,0,a
eb5,4d,2,2,1,ii,3,0,0,0,0,mf
f5,16,2,3,3,ii,4,1,1,0,0,mf
g5,16,2,3,4,ii,5,0,1,0,0,mf
f5,16,2,4,1,ii,4,1,1,0,0,mf
eb5,16,2,4,2,ii,3,0,1,0,0,mf
d5,16,2,4,3,ii,2,1,1,0,0,mf
c5,16,2,4,4,ii,1,0,1,0,0,mf
bb4,4,3,1,1,V7,4,1,1,0,0,a
a4,4d,3,2,1,V7,3,0,1,0,0,mf
a4,8,3,3,3,V7,3,0,1,0,0,c
bb4,8,3,4,1,V7,4,1,1,0,0,c
c5,8,3,4,3,V7,5,0,1,0,0,c
c5,4,4,1,1,I,2,1,1,0,0,a
d5,4,4,2,1,I,3,0,1,0,0,mf
