note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
c6,16,0,3,1,I,5,0,0,0,0,f
a5,16,0,3,3,I,3,0,0,0,0,f
f5,8,1,1,1,I,1,0,0,0,0,a
f5,8,1,2,1,I,1,0,0,0,0,f
f5,8,1,3,1,I,1,0,0,0,0,f
bb5,8,2,1,1,V43,7,0,0,0,1,p
r,8,2,2,1,0,0,0,0,0,0,p
r,8,2,3,1,0,0,0,0,0,0,p
a5,8,3,1,1,I,5,0,0,0,1,p
r,8,3,2,1,0,0,0,0,0,0,p
r,8,3,3,1,0,0,0,0,0,0,p
g5,8,4,1,1,V42,5,0,0,0,1,p
r,8,4,2,1,0,0,0,0,0,0,p
r,8,4,3,1,0,0,0,0,0,0,p
f5,16,5,1,1,I6,1,0,0,1,0,f
g5,16,5,1,3,I6,2,1,0,1,0,f
a5,16,5,2,1,I6,3,0,0,1,0,f
f5,16,5,2,3,I6,1,0,0,1,0,f
c5,16,5,3,1,I6,5,0,0,1,0,f
c#5,16,5,3,3,I6,5,1,0,1,0,f
d5,16,6,1,1,ii65,5,0,0,1,0,f
e5,16,6,1,3,ii65,6,1,0,1,0,f
f5,16,6,2,1,ii65,7,0,0,1,0,f
d5,16,6,2,3,ii65,5,0,0,1,0,f
g4,16,6,3,1,ii65,1,0,0,1,0,f
a4,16,6,3,3,ii65,2,1,0,1,0,f
bb4,16,7,1,1,ii,3,0,0,1,0,f
c5,16,7,1,3,ii,4,1,0,1,0,f
d5,16,7,2,1,ii,5,0,0,1,0,f
bb4,16,7,2,3,ii,3,0,0,1,0,f
d4,16,7,3,1,V65/V,5,0,0,1,0,f
f4,16,7,3,3,V65/V,7,0,0,1,0,f
e4,16,8,1,1,V,3,0,0,1,0,d
f4,16,8,1,3,V,4,1,0,1,0,d
g4,16,8,2,1,V,5,0,0,1,0,d
e4,16,8,2,3,V,3,0,0,1,0,d
