note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
c5,2,1,1,1,I,1,0,0,0,0,p
e5,4,1,3,1,I,3,0,0,0,0,p
g5,4,1,4,1,I,5,0,0,0,0,p
b4,4d,2,1,1,V43,3,0,0,0,0,a
c5,16,2,2,3,V43,4,1,0,0,0,p
d5,16,2,2,4,V43,5,0,0,0,0,p
c5,4,2,3,1,I,1,0,0,0,0,p
r,4,2,4,1,I,0,0,0,0,0,p
a5,2,3,1,1,IV64,3,0,1,0,0,a
g5,4,3,3,1,I,5,0,1,0,0,c
c6,4,3,4,1,I,1,0,1,0,0,c
g5,4,4,1,1,V63,1,0,1,0,0,a
f5,8,4,2,1,V63,7,0,1,0,1,d
e5,16,4,2,3,V63,6,1,1,0,0,d
f5,16,4,2,4,V63,7,0,1,0,0,d
e5,4,4,3,1,I,3,0,1,0,0,d
r,4,4,4,1,I,0,0,1,0,0,p
