note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
d5,4,1,1,1,I,1,0,0,0,0,f
r,4,1,2,1,0,0,0,0,0,0,f
g4,16,1,3,1,I,4,1,0,0,0,f
f#4,16,1,3,2,I,3,0,0,0,0,f
e4,16,1,3,3,I,2,1,0,0,0,f
d4,16,1,3,4,I,1,0,0,0,0,f
g4,16,1,4,1,I,4,1,0,0,0,f
f#4,16,1,4,2,I,3,0,0,0,0,f
e4,16,1,4,3,I,2,1,0,0,0,f
d,16,1,4,4,I,1,0,0,0,0,f
a4,4,2,1,1,I,5,0,0,0,0,f
f#4,4,2,2,1,I,3,0,0,0,0,f
b4,4,2,3,1,vi,1,0,0,0,0,f
r,8,2,4,1,0,0,0,0,0,0,f
f#4,8,2,4,3,vi,5,0,0,1,0,f
g4,8,3,1,1,V7,7,0,0,1,0,f
e4,8,3,1,3,V7,5,0,0,1,0,f
a4,8,3,2,1,I,5,0,0,1,0,f
f#4,8,3,2,3,I,3,0,0,1,0,f
d4,8,3,3,1,vi,3,0,0,1,0,f
b3,8,3,3,3,vi,1,0,0,1,0,f
e4,8,3,4,1,V,5,0,0,1,0,f
c#4,8,3,4,3,V,3,0,0,1,0,f
a3,4,4,1,1,V,1,0,0,1,0,f
r,4,4,2,1,V,0,0,0,1,0,f
