note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
a5,4,0,2,1,I,5,0,0,0,1,p
f#5,8,0,2,5,I,3,0,0,0,0,p
d5,8,1,1,1,I,1,0,0,0,1,p
c#5,8,1,1,3,I,7,1,0,0,0,p
d5,8,1,1,5,I,1,0,0,0,0,p
d5,8,1,2,1,V43/V,7,0,0,0,1,p
c#5,8,1,2,3,V43/V,6,1,0,0,0,p
d5,8,1,2,5,V43/V,7,0,0,0,0,p
f#5,4,2,1,1,I64,3,0,0,0,0,d
e5,8,2,1,5,V,5,0,0,0,0,d
g5,4,2,2,1,V7,7,0,1,0,1,a
e5,8,2,2,5,V7,5,0,1,0,0,p
c#5,8,3,1,1,V,3,0,1,0,1,p
b4,8,3,1,3,V,2,1,1,0,0,p
c#5,8,3,1,5,V,3,0,1,0,0,p
a4,8,3,2,1,V6,1,0,1,0,0,p
e5,8,3,2,3,V6,5,0,1,0,0,p
a5,8,3,2,5,V6,1,0,1,0,0,p
g5,4,4,1,1,I,4,1,1,0,0,d
f#5,8,4,1,5,I,3,0,1,0,0,d
