note_name,duration,measure,beat,subdiv,harm,from_root,NCT,BI2,CI,trill,dynamic
g5,8,0,2,3,I,5,0,0,0,0,mf
f5,16,1,1,1,I,4,1,0,0,0,mf
e5,16,1,1,2,I,3,0,0,0,0,mf
d5,16,1,1,3,I,2,1,0,0,0,mf
c5,16,1,1,4,I,1,0,0,0,0,mf
c5,8,1,2,1,I,1,0,0,0,0,mf
c5,8,1,2,3,I,1,0,0,0,0,mf
c5,4d,2,1,1,I,1,0,0,0,0,mf
c6,8,2,2,3,I,1,0,1,0,0,mf
b5,16,3,1,1,IV64,4,1,1,0,0,mf
a5,16,3,1,2,IV64,3,0,1,0,0,mf
g5,16,3,1,3,IV64,2,1,1,0,0,mf
f5,16,3,1,4,IV64,1,0,1,0,0,mf
f5,8,3,2,1,IV64,1,0,1,0,0,mf
f5,8,3,2,3,IV64,1,0,1,0,0,mf
f5,4d,4,1,1,IV64,1,0,1,0,0,mf
